Info 0    [00:27:55.523] Starting TS Server
Info 1077 [02:28:17.701] 	Files (396)

Info 1078 [02:28:17.701] -----------------------------------------------
Info 1079 [02:28:17.701] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 1080 [02:28:17.701] 	Files (398)

Info 1081 [02:28:17.701] -----------------------------------------------
Info 1082 [02:28:19.838] Before ensureProjectForOpenFiles:
Info 1083 [02:28:19.838] After ensureProjectForOpenFiles:
Info 1084 [02:28:19.838] got projects updated in background, updating diagnostics for /home/chris/WebDev/sites/webdev-profile/src/pages/index.js,/home/chris/WebDev/sites/webdev-profile/gatsby-config.js,/home/chris/WebDev/sites/webdev-profile/src/components/layout.js
Info 1085 [02:28:34.835] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1086 [02:28:34.836] Elapsed:: 0.03786600008606911ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1087 [02:28:35.038] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1088 [02:28:35.099] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false structureIsReused:: Completely Elapsed: 61.47399100102484ms
Info 1089 [02:28:35.099] Different program with same set of files
Info 1090 [02:29:05.649] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1091 [02:29:05.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false structureIsReused:: Completely Elapsed: 69.90707799978554ms
Info 1092 [02:29:05.720] Different program with same set of files
Info 1093 [02:29:08.338] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1094 [02:29:08.445] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false structureIsReused:: Completely Elapsed: 106.83225299976766ms
Info 1095 [02:29:08.445] Different program with same set of files
Info 1096 [02:29:10.479] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1097 [02:29:10.543] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false structureIsReused:: Completely Elapsed: 63.79962900094688ms
Info 1098 [02:29:10.543] Different program with same set of files
Info 1099 [02:29:15.318] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1100 [02:29:15.380] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false structureIsReused:: Completely Elapsed: 62.07440300099552ms
Info 1101 [02:29:15.380] Different program with same set of files
Info 1102 [02:29:18.937] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1103 [02:29:18.937] Elapsed:: 0.03315399959683418ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1104 [02:29:58.526] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1105 [02:29:58.526] Elapsed:: 0.07723500020802021ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1106 [02:29:58.731] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1107 [02:29:58.894] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: true structureIsReused:: SafeModules Elapsed: 162.83620500005782ms
Info 1108 [02:29:58.894] Project '/dev/null/inferredProject1*' (Inferred)
Info 1109 [02:29:58.894] 	Files (397)

Info 1110 [02:29:58.894] -----------------------------------------------
Info 1111 [02:29:58.894] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 1112 [02:29:58.894] 	Files (398)

Info 1113 [02:29:58.894] -----------------------------------------------
Info 1114 [02:30:00.031] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1115 [02:30:00.031] Elapsed:: 0.06863200105726719ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1116 [02:30:04.033] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1117 [02:30:04.034] Elapsed:: 0.07568099908530712ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1118 [02:30:04.237] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1119 [02:30:04.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: true structureIsReused:: SafeModules Elapsed: 131.28994399867952ms
Info 1120 [02:30:04.369] Project '/dev/null/inferredProject1*' (Inferred)
Info 1121 [02:30:04.369] 	Files (396)

Info 1122 [02:30:04.369] -----------------------------------------------
Info 1123 [02:30:04.369] Project '/dev/null/autoImportProviderProject1*' (AutoImportProvider)
Info 1124 [02:30:04.369] 	Files (398)

Info 1125 [02:30:04.369] -----------------------------------------------
Info 1126 [02:30:16.500] Search path: /home/chris/WebDev/sites/webdev-profile/src/components
Info 1127 [02:30:16.500] For info: /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js :: No config files found.
Info 1128 [02:30:16.502] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1129 [02:30:16.649] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 52 structureChanged: true structureIsReused:: Not Elapsed: 147.21686699986458ms
Info 1130 [02:30:16.649] Project '/dev/null/inferredProject3*' (Inferred)
Info 1131 [02:30:16.649] 	Files (200)

Info 1132 [02:30:16.649] -----------------------------------------------
Info 1133 [02:30:16.649] Project '/dev/null/autoImportProviderProject3*' (AutoImportProvider)
Info 1134 [02:30:16.649] 	Files (398)

Info 1135 [02:30:16.649] -----------------------------------------------
Info 1136 [02:30:17.455] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/layout.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1137 [02:30:17.456] Elapsed:: 0.15453100018203259ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/layout.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1138 [02:30:17.456] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1139 [02:30:17.456] Elapsed:: 0.05507900007069111ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1140 [02:30:47.766] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1141 [02:30:47.766] Elapsed:: 0.05873600021004677ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1142 [02:31:27.241] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1143 [02:31:27.242] Elapsed:: 0.08762600086629391ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/pages/.#index.js :: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/pages 0 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1144 [02:31:27.445] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1145 [02:31:27.587] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: true structureIsReused:: SafeModules Elapsed: 142.01737600006163ms
Info 1146 [02:31:27.587] Different program with same set of files
Info 1147 [02:35:23.014] Search path: /home/chris/WebDev/sites/webdev-profile/src/components
Info 1148 [02:35:23.014] For info: /home/chris/WebDev/sites/webdev-profile/src/components/Figure.js :: No config files found.
Info 1149 [02:35:23.169] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1150 [02:35:23.231] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false structureIsReused:: Completely Elapsed: 62.6249280013144ms
Info 1151 [02:35:23.231] Different program with same set of files
Info 1152 [02:35:30.753] Search path: /home/chris/WebDev/sites/webdev-profile/src/components
Info 1153 [02:35:30.754] For info: /home/chris/WebDev/sites/webdev-profile/src/components/serializers.js :: No config files found.
Info 1154 [02:35:30.938] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1155 [02:35:31.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false structureIsReused:: Completely Elapsed: 69.9607490003109ms
Info 1156 [02:35:31.008] Different program with same set of files
Info 1157 [02:35:34.722] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1158 [02:35:34.802] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false structureIsReused:: Completely Elapsed: 80.39268299937248ms
Info 1159 [02:35:34.802] Different program with same set of files
Info 1160 [02:35:35.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1161 [02:35:35.448] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false structureIsReused:: Completely Elapsed: 58.86758399941027ms
Info 1162 [02:35:35.448] Different program with same set of files
Info 1163 [02:35:43.078] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1164 [02:35:43.132] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false structureIsReused:: Completely Elapsed: 53.98663300089538ms
Info 1165 [02:35:43.132] Different program with same set of files
Info 1166 [02:35:43.502] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1167 [02:35:43.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false structureIsReused:: Completely Elapsed: 58.22662900015712ms
Info 1168 [02:35:43.561] Different program with same set of files
Info 1169 [02:35:49.911] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1170 [02:35:49.996] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: true structureIsReused:: SafeModules Elapsed: 84.15175900049508ms
Info 1171 [02:35:49.996] Different program with same set of files
Info 1172 [02:35:50.665] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1173 [02:35:50.812] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: true structureIsReused:: SafeModules Elapsed: 146.1325429994613ms
Info 1174 [02:35:50.812] Different program with same set of files
Info 1175 [02:35:53.447] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1176 [02:35:53.588] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: true structureIsReused:: SafeModules Elapsed: 140.79078599996865ms
Info 1177 [02:35:53.588] Different program with same set of files
Info 1178 [02:35:54.021] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1179 [02:35:54.127] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: true structureIsReused:: SafeModules Elapsed: 105.57159399986267ms
Info 1180 [02:35:54.127] Different program with same set of files
Info 1181 [02:35:58.665] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1182 [02:35:58.752] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 86.60803600028157ms
Info 1183 [02:35:58.752] Different program with same set of files
Info 1184 [02:35:59.703] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1185 [02:35:59.792] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false structureIsReused:: Completely Elapsed: 88.20207300037146ms
Info 1186 [02:35:59.792] Different program with same set of files
Info 1187 [02:36:07.172] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1188 [02:36:07.212] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 39.916485000401735ms
Info 1189 [02:36:07.212] Different program with same set of files
Info 1190 [02:36:08.819] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1191 [02:36:08.920] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 100.85010099969804ms
Info 1192 [02:36:08.920] Different program with same set of files
Info 1193 [02:36:11.425] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/serializers.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1194 [02:36:11.425] Elapsed:: 0.0959170013666153ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/serializers.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1195 [02:36:11.426] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/serializers.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1196 [02:36:11.426] Elapsed:: 0.04294399917125702ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/serializers.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1197 [02:38:16.136] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1198 [02:38:16.342] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 53 structureChanged: true structureIsReused:: SafeModules Elapsed: 205.82181899994612ms
Info 1199 [02:38:16.342] Project '/dev/null/inferredProject3*' (Inferred)
Info 1200 [02:38:16.342] 	Files (379)

Info 1201 [02:38:16.342] -----------------------------------------------
Info 1202 [02:38:16.342] Project '/dev/null/autoImportProviderProject3*' (AutoImportProvider)
Info 1203 [02:38:16.342] 	Files (398)

Info 1204 [02:38:16.342] -----------------------------------------------
Info 1205 [02:38:19.554] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1206 [02:38:19.630] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 54 structureChanged: false structureIsReused:: Completely Elapsed: 75.71823200024664ms
Info 1207 [02:38:19.630] Different program with same set of files
Info 1208 [02:38:22.987] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1209 [02:38:23.085] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 55 structureChanged: false structureIsReused:: Completely Elapsed: 98.01421899907291ms
Info 1210 [02:38:23.085] Different program with same set of files
Info 1211 [02:38:25.459] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1212 [02:38:25.460] Elapsed:: 0.20556499995291233ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 0:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1213 [02:38:25.460] DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Info 1214 [02:38:25.460] Elapsed:: 0.017193999141454697ms DirectoryWatcher:: Triggered with /home/chris/WebDev/sites/webdev-profile/src/components/Layout.js 1:: WatchInfo: /home/chris/WebDev/sites/webdev-profile/src/components 1 undefined Project: /dev/null/inferredProject1* WatchType: Failed Lookup Locations
Err 1215  [02:39:30.855] Exception on executing command {"command":"documentHighlights","seq":1268,"type":"request","arguments":{"file":"/home/chris/WebDev/sites/webdev-profile/src/components/Layout.js","line":15,"offset":9,"filesToSearch":["/home/chris/WebDev/sites/webdev-profile/src/components/Layout.js"]}}:

    Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`

    Error: Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`
        at findRightmostChildNodeWithTokens (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123998:26)
        at find (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123972:29)
        at findPrecedingToken (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123922:22)
        at nodeContainsPosition (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123857:37)
        at /home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123814:21
        at Object.binarySearchKey (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:1200:21)
        at _loop_1 (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123789:24)
        at getTokenAtPositionWorker (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123839:27)
        at getTouchingToken (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123774:16)
        at Object.getTouchingPropertyName (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123766:16)
        at Object.getDocumentHighlights (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:131322:27)
        at Object.getDocumentHighlights (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:160176:42)
        at IOSession.Session.getDocumentHighlights (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:171194:71)
        at Session.handlers.ts.Map.ts.getEntries._a.<computed> (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:170496:61)
        at /home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:88
        at IOSession.Session.executeWithRequestId (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172184:28)
        at IOSession.Session.executeCommand (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:33)
        at IOSession.Session.onMessage (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172219:35)
        at Interface.<anonymous> (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:174824:31)
        at Interface.emit (node:events:527:28)
        at Interface.[_onLine] [as _onLine] (node:internal/readline/interface:418:12)
        at Interface.[_normalWrite] [as _normalWrite] (node:internal/readline/interface:607:59)
        at Socket.ondata (node:internal/readline/interface:248:23)
        at Socket.emit (node:events:527:28)
        at addChunk (node:internal/streams/readable:324:12)
        at readableAddChunk (node:internal/streams/readable:297:9)
        at Socket.Readable.push (node:internal/streams/readable:234:10)
        at Pipe.onStreamRead (node:internal/stream_base_commons:190:23)
Err 1216  [02:39:30.858] Exception on executing command {"command":"quickinfo","seq":1270,"type":"request","arguments":{"file":"/home/chris/WebDev/sites/webdev-profile/src/components/Layout.js","line":15,"offset":9}}:

    Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`

    Error: Debug Failure. False expression: `JsxText` tokens should not be the first child of `JsxElement | JsxSelfClosingElement`
        at findRightmostChildNodeWithTokens (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123998:26)
        at find (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123972:29)
        at findPrecedingToken (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123922:22)
        at nodeContainsPosition (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123857:37)
        at /home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123814:21
        at Object.binarySearchKey (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:1200:21)
        at _loop_1 (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123789:24)
        at getTokenAtPositionWorker (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123839:27)
        at getTouchingToken (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123774:16)
        at Object.getTouchingPropertyName (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:123766:16)
        at Object.getQuickInfoAtPosition (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:160091:27)
        at IOSession.Session.getQuickInfoWorker (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:171441:62)
        at Session.handlers.ts.Map.ts.getEntries._a.<computed> (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:170335:61)
        at /home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:88
        at IOSession.Session.executeWithRequestId (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172184:28)
        at IOSession.Session.executeCommand (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172193:33)
        at IOSession.Session.onMessage (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:172219:35)
        at Interface.<anonymous> (/home/chris/.emacs.d/.cache/lsp/npm/typescript/lib/node_modules/typescript/lib/tsserver.js:174824:31)
        at Interface.emit (node:events:527:28)
        at Interface.[_onLine] [as _onLine] (node:internal/readline/interface:418:12)
        at Interface.[_normalWrite] [as _normalWrite] (node:internal/readline/interface:607:59)
        at Socket.ondata (node:internal/readline/interface:248:23)
        at Socket.emit (node:events:527:28)
        at addChunk (node:internal/streams/readable:324:12)
        at readableAddChunk (node:internal/streams/readable:297:9)
        at Socket.Readable.push (node:internal/streams/readable:234:10)
        at Pipe.onStreamRead (node:internal/stream_base_commons:190:23)
Info 1217 [02:42:17.855] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1218 [02:42:17.918] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 56 structureChanged: false structureIsReused:: Completely Elapsed: 62.36250399984419ms
Info 1219 [02:42:17.918] Different program with same set of files
Info 1220 [02:42:19.789] Starting updateGraphWorker: Project: /dev/null/inferredProject3*
Info 1221 [02:42:19.869] Finishing updateGraphWorker: Project: /dev/null/inferredProject3* Version: 57 structureChanged: false structureIsReused:: Completely Elapsed: 79.6535469982773ms
Info 1222 [02:42:19.869] Different program with same set of files
Info 1223 [02:45:03.492] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1224 [02:45:03.589] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 96.22961299866438ms
Info 1225 [02:45:03.589] Different program with same set of files
Info 1226 [02:45:03.590] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 1227 [02:45:03.643] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 52.22334799915552ms
Info 1228 [02:45:03.643] Different program with same set of files
Info 1229 [02:45:03.643] getCompletionData: Get current token: 0.02187499962747097
Info 1230 [02:45:03.643] getCompletionData: Is inside comment: 0.04140099883079529
Info 1231 [02:45:03.644] getCompletionData: Get previous token: 0.06977999955415726
Info 1232 [02:45:03.644] getCompletionsAtPosition: isCompletionListBlocker: 0.08359700068831444
Info 1233 [02:45:03.644] getCompletionData: Semantic work: 0.7132169995456934
Info 1234 [02:45:03.645] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.2695240005850792
Info 1235 [02:45:03.745] getCompletionData: Get current token: 0.03218400105834007
Info 1236 [02:45:03.745] getCompletionData: Is inside comment: 0.06594599969685078
Info 1237 [02:45:03.745] getCompletionData: Get previous token: 0.10319999977946281
Info 1238 [02:45:03.745] getCompletionsAtPosition: isCompletionListBlocker: 0.008014999330043793
Info 1239 [02:45:03.745] getCompletionData: Semantic work: 0.05700000002980232
Info 1240 [02:45:03.745] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.061230000108480453
Info 1241 [02:45:03.746] getCompletionData: Get current token: 0.02238300070166588
Info 1242 [02:45:03.746] getCompletionData: Is inside comment: 0.041701000183820724
Info 1243 [02:45:03.747] getCompletionData: Get previous token: 0.06392600014805794
Info 1244 [02:45:03.747] getCompletionsAtPosition: isCompletionListBlocker: 0.0046720001846551895
Info 1245 [02:45:03.747] getCompletionData: Semantic work: 0.034779999405145645
Info 1246 [02:45:03.747] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.04533600062131882
Info 1247 [02:45:03.747] getCompletionData: Get current token: 0.028516000136733055
Info 1248 [02:45:03.747] getCompletionData: Is inside comment: 0.0652719996869564
Info 1249 [02:45:03.747] getCompletionData: Get previous token: 0.10075199976563454
